initial_alias,converted_alias,name,description,namespace
ENSMUSG00000041566,ENSMUSG00000041566,Tssk1,testis-specific serine kinase 1 [Source:MGI Symbol;Acc:MGI:1347557],"ARRAYEXPRESS,ENSG"
ENSMUSG00000045521,ENSMUSG00000045521,Tssk2,testis-specific serine kinase 2 [Source:MGI Symbol;Acc:MGI:1347559],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003527,ENSMUSG00000003527,Ess2,ess-2 splicing factor [Source:MGI Symbol;Acc:MGI:107854],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022738,ENSMUSG00000022738,Gsc2,goosecoid homebox 2 [Source:MGI Symbol;Acc:MGI:892006],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103149,ENSMUSG00000103149,AA914427,EST AA914427 [Source:MGI Symbol;Acc:MGI:1858439],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003528,ENSMUSG00000003528,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]","ARRAYEXPRESS,ENSG"
ENSMUSG00000059280,ENSMUSG00000059280,Vpreb2,pre-B lymphocyte gene 2 [Source:MGI Symbol;Acc:MGI:98937],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003531,ENSMUSG00000003531,Dgcr6,DiGeorge syndrome critical region gene 6 [Source:MGI Symbol;Acc:MGI:1202877],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003526,ENSMUSG00000003526,Prodh,proline dehydrogenase [Source:MGI Symbol;Acc:MGI:97770],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043811,ENSMUSG00000043811,Rtn4r,reticulon 4 receptor [Source:MGI Symbol;Acc:MGI:2136886],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116557,ENSMUSG00000116557,4933432I09Rik,RIKEN cDNA 4933432I09 gene [Source:MGI Symbol;Acc:MGI:1914029],"ARRAYEXPRESS,ENSG"
ENSMUSG00000090777,ENSMUSG00000090777,Ccdc188,coiled-coil domain containing 188 [Source:MGI Symbol;Acc:MGI:3647803],"ARRAYEXPRESS,ENSG"
ENSMUSG00000060166,ENSMUSG00000060166,Zdhhc8,"zinc finger, DHHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1338012]","ARRAYEXPRESS,ENSG"
ENSMUSG00000005732,ENSMUSG00000005732,Ranbp1,RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080364,ENSMUSG00000080364,Gm25777,"predicted gene, 25777 [Source:MGI Symbol;Acc:MGI:5455554]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022721,ENSMUSG00000022721,Trmt2a,TRM2 tRNA methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96270],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022718,ENSMUSG00000022718,Dgcr8,"DGCR8, microprocessor complex subunit [Source:MGI Symbol;Acc:MGI:2151114]","ARRAYEXPRESS,ENSG"
ENSMUSG00000013539,ENSMUSG00000013539,Tango2,transport and golgi organization 2 [Source:MGI Symbol;Acc:MGI:101825],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065464,ENSMUSG00000065464,Mir185,microRNA 185 [Source:MGI Symbol;Acc:MGI:2676849],"ARRAYEXPRESS,ENSG"
ENSMUSG00000118669,ENSMUSG00000118669,Arvcf,armadillo repeat gene deleted in velocardiofacial syndrome [Source:MGI Symbol;Acc:MGI:109620],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000326,ENSMUSG00000000326,Comt,catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087556,ENSMUSG00000087556,Gm15764,predicted gene 15764 [Source:MGI Symbol;Acc:MGI:3783206],"ARRAYEXPRESS,ENSG"
ENSMUSG00000075704,ENSMUSG00000075704,Txnrd2,thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000884,ENSMUSG00000000884,Gnb1l,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086965,ENSMUSG00000086965,Rtl10,retrotransposon Gag like 10 [Source:MGI Symbol;Acc:MGI:3833934],"ARRAYEXPRESS,ENSG"
ENSMUSG00000009097,ENSMUSG00000009097,Tbx1,T-box 1 [Source:MGI Symbol;Acc:MGI:98493],"ARRAYEXPRESS,ENSG"
ENSMUSG00000075335,ENSMUSG00000075335,4930588K23Rik,RIKEN cDNA 4930588K23 gene [Source:MGI Symbol;Acc:MGI:3588254],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116594,ENSMUSG00000116594,Gm49601,"predicted gene, 49601 [Source:MGI Symbol;Acc:MGI:6215011]","ARRAYEXPRESS,ENSG"
ENSMUSG00000072214,ENSMUSG00000072214,Septin5,septin 5 [Source:MGI Symbol;Acc:MGI:1195461],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116825,ENSMUSG00000116825,Rps2-ps7,"ribosomal protein S2, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3643238]","ARRAYEXPRESS,ENSG"
ENSMUSG00000000028,ENSMUSG00000000028,Cdc45,cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073],"ARRAYEXPRESS,ENSG"
ENSMUSG00000005262,ENSMUSG00000005262,Ufd1,ubiquitin recognition factor in ER-associated degradation 1 [Source:MGI Symbol;Acc:MGI:109353],"ARRAYEXPRESS,ENSG"
ENSMUSG00000071632,ENSMUSG00000071632,2510002D24Rik,RIKEN cDNA 2510002D24 gene [Source:MGI Symbol;Acc:MGI:1919557],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022706,ENSMUSG00000022706,Mrpl40,mitochondrial ribosomal protein L40 [Source:MGI Symbol;Acc:MGI:1332635],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022702,ENSMUSG00000022702,Hira,histone cell cycle regulator [Source:MGI Symbol;Acc:MGI:99430],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082130,ENSMUSG00000082130,Gm15799,predicted gene 15799 [Source:MGI Symbol;Acc:MGI:3802098],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083658,ENSMUSG00000083658,ENSMUSG00000083658,ribosomal protein L27a (Rpl27a) pseudogene,"ARRAYEXPRESS,ENSG"
ENSMUSG00000041247,ENSMUSG00000041247,Lamp3,lysosomal-associated membrane protein 3 [Source:MGI Symbol;Acc:MGI:2441659],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097945,ENSMUSG00000097945,Gm17799,"predicted gene, 17799 [Source:MGI Symbol;Acc:MGI:5009985]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022686,ENSMUSG00000022686,B3gnt5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2137302]","ARRAYEXPRESS,ENSG"
ENSMUSG00000075330,ENSMUSG00000075330,A930003A15Rik,RIKEN cDNA A930003A15 gene [Source:MGI Symbol;Acc:MGI:1915412],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043008,ENSMUSG00000043008,Klhl6,kelch-like 6 [Source:MGI Symbol;Acc:MGI:2686922],"ARRAYEXPRESS,ENSG"
ENSMUSG00000062901,ENSMUSG00000062901,Klhl24,kelch-like 24 [Source:MGI Symbol;Acc:MGI:1923035],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041215,ENSMUSG00000041215,Yeats2,YEATS domain containing 2 [Source:MGI Symbol;Acc:MGI:2447762],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084838,ENSMUSG00000084838,Gm10241,predicted pseudogene 10241 [Source:MGI Symbol;Acc:MGI:3704461],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041205,ENSMUSG00000041205,Map6d1,MAP6 domain containing 1 [Source:MGI Symbol;Acc:MGI:3607784],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033918,ENSMUSG00000033918,Parl,"presenilin associated, rhomboid-like [Source:MGI Symbol;Acc:MGI:1277152]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022822,ENSMUSG00000022822,Abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5 [Source:MGI Symbol;Acc:MGI:1351644]","ARRAYEXPRESS,ENSG"
ENSMUSG00000003235,ENSMUSG00000003235,Eif2b5,"eukaryotic translation initiation factor 2B, subunit 5 epsilon [Source:MGI Symbol;Acc:MGI:2446176]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086837,ENSMUSG00000086837,Gm16618,"predicted gene, 16618 [Source:MGI Symbol;Acc:MGI:4439542]","ARRAYEXPRESS,ENSG"
ENSMUSG00000003233,ENSMUSG00000003233,Dvl3,dishevelled segment polarity protein 3 [Source:MGI Symbol;Acc:MGI:108100],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022841,ENSMUSG00000022841,Ap2m1,"adaptor-related protein complex 2, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1298405]","ARRAYEXPRESS,ENSG"
ENSMUSG00000080797,ENSMUSG00000080797,Gm15760,predicted gene 15760 [Source:MGI Symbol;Acc:MGI:3642834],"ARRAYEXPRESS,ENSG"
ENSMUSG00000003234,ENSMUSG00000003234,Abcf3,"ATP-binding cassette, sub-family F (GCN20), member 3 [Source:MGI Symbol;Acc:MGI:1351656]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116942,ENSMUSG00000116942,Gm49744,"predicted gene, 49744 [Source:MGI Symbol;Acc:MGI:6215236]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116604,ENSMUSG00000116604,Gm49745,"predicted gene, 49745 [Source:MGI Symbol;Acc:MGI:6215237]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116538,ENSMUSG00000116538,Gm49746,"predicted gene, 49746 [Source:MGI Symbol;Acc:MGI:6215239]","ARRAYEXPRESS,ENSG"
ENSMUSG00000046613,ENSMUSG00000046613,Vwa5b2,von Willebrand factor A domain containing 5B2 [Source:MGI Symbol;Acc:MGI:2681859],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033809,ENSMUSG00000033809,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1098592]","ARRAYEXPRESS,ENSG"
ENSMUSG00000115219,ENSMUSG00000115219,Eef1akmt4,EEF1A lysine methyltransferase 4 [Source:MGI Symbol;Acc:MGI:5903914],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051146,ENSMUSG00000051146,Camk2n2,calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:MGI Symbol;Acc:MGI:1920297],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022842,ENSMUSG00000022842,Ece2,endothelin converting enzyme 2 [Source:MGI Symbol;Acc:MGI:1101356],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006998,ENSMUSG00000006998,Psmd2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 [Source:MGI Symbol;Acc:MGI:1096584]","ARRAYEXPRESS,ENSG"
ENSMUSG00000090319,ENSMUSG00000090319,Gm4462,predicted gene 4462 [Source:MGI Symbol;Acc:MGI:3782646],"ARRAYEXPRESS,ENSG"
ENSMUSG00000045983,ENSMUSG00000045983,Eif4g1,"eukaryotic translation initiation factor 4, gamma 1 [Source:MGI Symbol;Acc:MGI:2384784]","ARRAYEXPRESS,ENSG"
ENSMUSG00000077239,ENSMUSG00000077239,Snord66,"small nucleolar RNA, C/D box 66 [Source:MGI Symbol;Acc:MGI:3819548]","ARRAYEXPRESS,ENSG"
ENSMUSG00000050821,ENSMUSG00000050821,Fam131a,"family with sequence similarity 131, member A [Source:MGI Symbol;Acc:MGI:1925658]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022843,ENSMUSG00000022843,Clcn2,"chloride channel, voltage-sensitive 2 [Source:MGI Symbol;Acc:MGI:105061]","ARRAYEXPRESS,ENSG"
ENSMUSG00000021018,ENSMUSG00000021018,Polr2h,polymerase (RNA) II (DNA directed) polypeptide H [Source:MGI Symbol;Acc:MGI:2384309],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022847,ENSMUSG00000022847,Thpo,thrombopoietin [Source:MGI Symbol;Acc:MGI:101875],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006958,ENSMUSG00000006958,Chrd,chordin [Source:MGI Symbol;Acc:MGI:1313268],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116922,ENSMUSG00000116922,4833419O12Rik,RIKEN cDNA 4833419O12 gene [Source:MGI Symbol;Acc:MGI:1921159],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099764,ENSMUSG00000099764,Rps10-ps2,"ribosomal protein S10, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3645627]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116659,ENSMUSG00000116659,Gm6551,predicted gene 6551 [Source:MGI Symbol;Acc:MGI:3644103],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116710,ENSMUSG00000116710,Gm6557,predicted gene 6557 [Source:MGI Symbol;Acc:MGI:3779606],"ARRAYEXPRESS,ENSG"
ENSMUSG00000090356,ENSMUSG00000090356,Teddm3,transmembrane epididymal family member 3 [Source:MGI Symbol;Acc:MGI:1913811],"ARRAYEXPRESS,ENSG"
ENSMUSG00000005958,ENSMUSG00000005958,Ephb3,Eph receptor B3 [Source:MGI Symbol;Acc:MGI:104770],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116843,ENSMUSG00000116843,Gm49750,"predicted gene, 49750 [Source:MGI Symbol;Acc:MGI:6215246]","ARRAYEXPRESS,ENSG"
ENSMUSG00000096918,ENSMUSG00000096918,Gm16863,"predicted gene, 16863 [Source:MGI Symbol;Acc:MGI:4439787]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116632,ENSMUSG00000116632,Magef1,MAGE family member F1 [Source:MGI Symbol;Acc:MGI:1923472],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033653,ENSMUSG00000033653,Vps8,VPS8 CORVET complex subunit [Source:MGI Symbol;Acc:MGI:2146407],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043391,ENSMUSG00000043391,2510009E07Rik,RIKEN cDNA 2510009E07 gene [Source:MGI Symbol;Acc:MGI:1919440],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022853,ENSMUSG00000022853,Ehhadh,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1277964]","ARRAYEXPRESS,ENSG"
ENSMUSG00000097290,ENSMUSG00000097290,1300002E11Rik,RIKEN cDNA 1300002E11 gene [Source:MGI Symbol;Acc:MGI:1919001],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033618,ENSMUSG00000033618,Map3k13,mitogen-activated protein kinase kinase kinase 13 [Source:MGI Symbol;Acc:MGI:2444243],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116862,ENSMUSG00000116862,Gm49607,"predicted gene, 49607 [Source:MGI Symbol;Acc:MGI:6215022]","ARRAYEXPRESS,ENSG"
ENSMUSG00000097401,ENSMUSG00000097401,Gm26744,"predicted gene, 26744 [Source:MGI Symbol;Acc:MGI:5477238]","ARRAYEXPRESS,ENSG"
ENSMUSG00000117327,ENSMUSG00000117327,Gm6467,predicted gene 6467 [Source:MGI Symbol;Acc:MGI:3645284],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022856,ENSMUSG00000022856,Tmem41a,transmembrane protein 41a [Source:MGI Symbol;Acc:MGI:1913914],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044626,ENSMUSG00000044626,Liph,"lipase, member H [Source:MGI Symbol;Acc:MGI:2388029]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022855,ENSMUSG00000022855,Senp2,SUMO/sentrin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1923076],"ARRAYEXPRESS,ENSG"
ENSMUSG00000068487,ENSMUSG00000068487,Ndufa11b,NADH:ubiquinone oxidoreductase subunit A11B [Source:MGI Symbol;Acc:MGI:3645174],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033581,ENSMUSG00000033581,Igf2bp2,insulin-like growth factor 2 mRNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1890358],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043870,ENSMUSG00000043870,Gm5809,predicted pseudogene 5809 [Source:MGI Symbol;Acc:MGI:3647324],"ARRAYEXPRESS,ENSG"
ENSMUSG00000098043,ENSMUSG00000098043,Gm26980,"predicted gene, 26980 [Source:MGI Symbol;Acc:MGI:5504095]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116761,ENSMUSG00000116761,Gm36796,"predicted gene, 36796 [Source:MGI Symbol;Acc:MGI:5595955]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022858,ENSMUSG00000022858,Tra2b,transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082241,ENSMUSG00000082241,Gng5-ps,"G protein subunit gamma 5, pseudogene [Source:MGI Symbol;Acc:MGI:3783217]","ARRAYEXPRESS,ENSG"
ENSMUSG00000013089,ENSMUSG00000013089,Etv5,ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022861,ENSMUSG00000022861,Dgkg,"diacylglycerol kinase, gamma [Source:MGI Symbol;Acc:MGI:105060]","ARRAYEXPRESS,ENSG"
ENSMUSG00000089874,ENSMUSG00000089874,9230117E06Rik,RIKEN cDNA 9230117E06 gene [Source:MGI Symbol;Acc:MGI:1925332],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116847,ENSMUSG00000116847,Gm30251,"predicted gene, 30251 [Source:MGI Symbol;Acc:MGI:5589410]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116738,ENSMUSG00000116738,Gm49565,"predicted gene, 49565 [Source:MGI Symbol;Acc:MGI:6214954]","ARRAYEXPRESS,ENSG"
ENSMUSG00000089663,ENSMUSG00000089663,Gm15651,predicted gene 15651 [Source:MGI Symbol;Acc:MGI:3783095],"ARRAYEXPRESS,ENSG"
ENSMUSG00000004462,ENSMUSG00000004462,Tbccd1,TBCC domain containing 1 [Source:MGI Symbol;Acc:MGI:1917823],"ARRAYEXPRESS,ENSG"
ENSMUSG00000004460,ENSMUSG00000004460,Dnajb11,DnaJ heat shock protein family (Hsp40) member B11 [Source:MGI Symbol;Acc:MGI:1915088],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116831,ENSMUSG00000116831,Gm30505,"predicted gene, 30505 [Source:MGI Symbol;Acc:MGI:5589664]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022868,ENSMUSG00000022868,Ahsg,alpha-2-HS-glycoprotein [Source:MGI Symbol;Acc:MGI:107189],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022871,ENSMUSG00000022871,Fetub,fetuin beta [Source:MGI Symbol;Acc:MGI:1890221],"ARRAYEXPRESS,ENSG"
ENSMUSG00000060459,ENSMUSG00000060459,Kng2,kininogen 2 [Source:MGI Symbol;Acc:MGI:3027157],"ARRAYEXPRESS,ENSG"
ENSMUSG00000090021,ENSMUSG00000090021,Gm6493,predicted gene 6493 [Source:MGI Symbol;Acc:MGI:3644797],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116637,ENSMUSG00000116637,Gm8130,predicted gene 8130 [Source:MGI Symbol;Acc:MGI:3647919],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022875,ENSMUSG00000022875,Kng1,kininogen 1 [Source:MGI Symbol;Acc:MGI:1097705],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116625,ENSMUSG00000116625,Gm8134,predicted gene 8134 [Source:MGI Symbol;Acc:MGI:3648559],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022884,ENSMUSG00000022884,Eif4a2,eukaryotic translation initiation factor 4A2 [Source:MGI Symbol;Acc:MGI:106906],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065208,ENSMUSG00000065208,Gm24616,"predicted gene, 24616 [Source:MGI Symbol;Acc:MGI:5454393]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022881,ENSMUSG00000022881,Rfc4,replication factor C (activator 1) 4 [Source:MGI Symbol;Acc:MGI:2146571],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116733,ENSMUSG00000116733,6330408M09Rik,RIKEN cDNA 6330408M09 gene [Source:MGI Symbol;Acc:MGI:1917999],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116540,ENSMUSG00000116540,Gm49624,"predicted gene, 49624 [Source:MGI Symbol;Acc:MGI:6215048]","ARRAYEXPRESS,ENSG"
ENSMUSG00000022878,ENSMUSG00000022878,Adipoq,"adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]","ARRAYEXPRESS,ENSG"
ENSMUSG00000045231,ENSMUSG00000045231,BC106179,cDNA sequence BC106179 [Source:MGI Symbol;Acc:MGI:3702726],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022885,ENSMUSG00000022885,St6gal1,"beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]","ARRAYEXPRESS,ENSG"
ENSMUSG00000033383,ENSMUSG00000033383,Rtp1,receptor transporter protein 1 [Source:MGI Symbol;Acc:MGI:2685450],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022887,ENSMUSG00000022887,Masp1,mannan-binding lectin serine peptidase 1 [Source:MGI Symbol;Acc:MGI:88492],"ARRAYEXPRESS,ENSG"
ENSMUSG00000033355,ENSMUSG00000033355,Rtp4,receptor transporter protein 4 [Source:MGI Symbol;Acc:MGI:1915025],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083681,ENSMUSG00000083681,Gm6640,predicted gene 6640 [Source:MGI Symbol;Acc:MGI:3646353],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022508,ENSMUSG00000022508,Bcl6,B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187],"ARRAYEXPRESS,ENSG"
ENSMUSG00000110291,ENSMUSG00000110291,Gm37419,"predicted gene, 37419 [Source:MGI Symbol;Acc:MGI:5610647]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116290,ENSMUSG00000116290,Gm49518,"predicted gene, 49518 [Source:MGI Symbol;Acc:MGI:6155211]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116437,ENSMUSG00000116437,Gm46545,"predicted gene, 46545 [Source:MGI Symbol;Acc:MGI:5826182]","ARRAYEXPRESS,ENSG"
ENSMUSG00000115919,ENSMUSG00000115919,Gm31583,"predicted gene, 31583 [Source:MGI Symbol;Acc:MGI:5590742]","ARRAYEXPRESS,ENSG"
ENSMUSG00000115852,ENSMUSG00000115852,Gm52969,"predicted gene, 52969 [Source:MGI Symbol;Acc:MGI:6388851]","ARRAYEXPRESS,ENSG"
ENSMUSG00000115869,ENSMUSG00000115869,Gm31814,"predicted gene, 31814 [Source:MGI Symbol;Acc:MGI:5590973]","ARRAYEXPRESS,ENSG"
ENSMUSG00000033306,ENSMUSG00000033306,Lpp,LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087861,ENSMUSG00000087861,Gm24440,"predicted gene, 24440 [Source:MGI Symbol;Acc:MGI:5454217]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116875,ENSMUSG00000116875,Morf4l1-ps1,"mortality factor 4 like 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3612158]","ARRAYEXPRESS,ENSG"
ENSMUSG00000096960,ENSMUSG00000096960,A230028O05Rik,RIKEN cDNA A230028O05 gene [Source:MGI Symbol;Acc:MGI:2442126],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048399,ENSMUSG00000048399,Tprg,transformation related protein 63 regulated [Source:MGI Symbol;Acc:MGI:1918588],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022510,ENSMUSG00000022510,Trp63,transformation related protein 63 [Source:MGI Symbol;Acc:MGI:1330810],"ARRAYEXPRESS,ENSG"
ENSMUSG00000090257,ENSMUSG00000090257,Gm4524,predicted gene 4524 [Source:MGI Symbol;Acc:MGI:3782709],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038168,ENSMUSG00000038168,P3h2,prolyl 3-hydroxylase 2 [Source:MGI Symbol;Acc:MGI:2146663],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022512,ENSMUSG00000022512,Cldn1,claudin 1 [Source:MGI Symbol;Acc:MGI:1276109],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022514,ENSMUSG00000022514,Il1rap,interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975],"ARRAYEXPRESS,ENSG"
ENSMUSG00000092545,ENSMUSG00000092545,Gm20319,"predicted gene, 20319 [Source:MGI Symbol;Acc:MGI:5012504]","ARRAYEXPRESS,ENSG"
ENSMUSG00000068428,ENSMUSG00000068428,Gmnc,geminin coiled-coil domain containing [Source:MGI Symbol;Acc:MGI:2685452],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038127,ENSMUSG00000038127,Ccdc50,coiled-coil domain containing 50 [Source:MGI Symbol;Acc:MGI:1914751],"ARRAYEXPRESS,ENSG"
ENSMUSG00000051065,ENSMUSG00000051065,Mb21d2,Mab-21 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917028],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116861,ENSMUSG00000116861,Gm8253,predicted gene 8253 [Source:MGI Symbol;Acc:MGI:3647612],"ARRAYEXPRESS,ENSG"
ENSMUSG00000022525,ENSMUSG00000022525,Plaat1,phospholipase A and acyltransferase 1 [Source:MGI Symbol;Acc:MGI:1351473],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048939,ENSMUSG00000048939,Atp13a5,ATPase type 13A5 [Source:MGI Symbol;Acc:MGI:2444068],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038094,ENSMUSG00000038094,Atp13a4,ATPase type 13A4 [Source:MGI Symbol;Acc:MGI:1924456],"ARRAYEXPRESS,ENSG"
ENSMUSG00000038084,ENSMUSG00000038084,Opa1,"OPA1, mitochondrial dynamin like GTPase [Source:MGI Symbol;Acc:MGI:1921393]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116814,ENSMUSG00000116814,Gm49636,"predicted gene, 49636 [Source:MGI Symbol;Acc:MGI:6215065]","ARRAYEXPRESS,ENSG"
ENSMUSG00000097307,ENSMUSG00000097307,Gm26834,"predicted gene, 26834 [Source:MGI Symbol;Acc:MGI:5477328]","ARRAYEXPRESS,ENSG"
ENSMUSG00000116891,ENSMUSG00000116891,Gm32679,"predicted gene, 32679 [Source:MGI Symbol;Acc:MGI:5591838]","ARRAYEXPRESS,ENSG"
ENSMUSG00000097313,ENSMUSG00000097313,Gm26569,"predicted gene, 26569 [Source:MGI Symbol;Acc:MGI:5477063]","ARRAYEXPRESS,ENSG"
ENSMUSG00000075286,ENSMUSG00000075286,Gm1968,predicted gene 1968 [Source:MGI Symbol;Acc:MGI:3584525],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097184,ENSMUSG00000097184,4632428C04Rik,RIKEN cDNA 4632428C04 gene [Source:MGI Symbol;Acc:MGI:1921600],"ARRAYEXPRESS,ENSG"
ENSMUSG00000116660,ENSMUSG00000116660,9030404E10Rik,RIKEN cDNA 9030404E10 gene [Source:MGI Symbol;Acc:MGI:1918778],"ARRAYEXPRESS,ENSG"
